product,state,rider,coverage_type,gender,age_min,age_max,monthly_rate,daily_benefit,benefit_amount,units,plan_type,available
A71,NC,BASE,IND,,50,59,5.0,200,,,,Y
A71,NC,BASE,FAM,,50,59,10.25,200,,,,Y
A71,NC,BASE,IND,,60,64,6.25,200,,,,Y
A71,NC,BASE,FAM,,60,64,12.25,200,,,,Y
A71,NC,BASE,IND,,65,120,12.25,200,,,,Y
A71,NC,BASE,FAM,,65,120,24.25,200,,,,Y
A71,NC,DOUBLE_RECUP,IND,,18,49,6.25,200,,,,Y
A71,NC,DOUBLE_RECUP,FAM,,18,49,13.0,200,,,,Y
A71,NC,DOUBLE_RECUP,IND,,50,59,7.0,200,,,,Y
A71,NC,DOUBLE_RECUP,FAM,,50,59,14.5,200,,,,Y
A71,NC,DOUBLE_RECUP,IND,,60,64,8.5,200,,,,Y
A71,NC,DOUBLE_RECUP,FAM,,60,64,16.75,200,,,,Y
A71,NC,BASE,IND,,18,49,6.63,300,,,,Y
A71,NC,BASE,FAM,,18,49,13.75,300,,,,Y
A71,NC,BASE,IND,,50,59,7.38,300,,,,Y
A71,NC,BASE,FAM,,50,59,15.25,300,,,,Y
A71,NC,BASE,IND,,60,64,9.25,300,,,,Y
A71,NC,BASE,FAM,,60,64,18.25,300,,,,Y
A71,NC,BASE,IND,,65,120,18.25,300,,,,Y
A71,NC,BASE,FAM,,65,120,36.25,300,,,,Y
A71,NC,SINGLE_RECUP,IND,,18,49,7.5,300,,,,Y
A71,NC,SINGLE_RECUP,FAM,,18,49,15.63,300,,,,Y
A71,NC,SINGLE_RECUP,IND,,50,59,8.38,300,,,,Y
A71,NC,SINGLE_RECUP,FAM,,50,59,17.38,300,,,,Y
A71,NC,SINGLE_RECUP,IND,,60,64,10.38,300,,,,Y
A71,NC,SINGLE_RECUP,FAM,,60,64,20.5,300,,,,Y
A71,NC,DOUBLE_RECUP,IND,,18,49,8.38,300,,,,Y
A71,NC,DOUBLE_RECUP,FAM,,18,49,17.5,300,,,,Y
A71,NC,DOUBLE_RECUP,IND,,50,59,9.38,300,,,,Y
A71,NC,DOUBLE_RECUP,FAM,,50,59,19.5,300,,,,Y
A71,NC,DOUBLE_RECUP,IND,,60,64,11.5,300,,,,Y
A71,NC,DOUBLE_RECUP,FAM,,60,64,22.75,300,,,,Y
A74,NC,BASE,IND,,18,60,9.5,,,1,,Y
A74,NC,BASE,IND,,18,60,18.75,,,2,,Y
C10,NC,,ONE_ADULT,MALE,19,29,1.43,,,5,,Y
C10,NC,,ONE_ADULT,MALE,30,39,1.86,,,5,,Y
C10,NC,,ONE_ADULT,MALE,40,49,2.84,,,5,,Y
C10,NC,,ONE_ADULT,MALE,50,59,4.35,,,5,,Y
C10,NC,,ONE_ADULT,MALE,60,69,6.94,,,5,,Y
C10,NC,,ONE_ADULT,MALE,70,120,8.92,,,5,,Y
C10,NC,,ONE_ADULT,FEMALE,19,29,1.65,,,5,,Y
C10,NC,,ONE_ADULT,FEMALE,30,39,2.3,,,5,,Y
C10,NC,,ONE_ADULT,FEMALE,40,49,3.38,,,5,,Y
C10,NC,,ONE_ADULT,FEMALE,50,59,4.03,,,5,,Y
C10,NC,,ONE_ADULT,FEMALE,60,69,4.85,,,5,,Y
C10,NC,,ONE_ADULT,FEMALE,70,120,6.23,,,5,,Y
C10,NC,,TWO_ADULT,COUPLE,19,29,2.2,,,5,,Y
C10,NC,,TWO_ADULT,COUPLE,30,39,3.28,,,5,,Y
C10,NC,,TWO_ADULT,COUPLE,40,49,5.34,,,5,,Y
C10,NC,,TWO_ADULT,COUPLE,50,59,7.51,,,5,,Y
C10,NC,,TWO_ADULT,COUPLE,60,69,10.92,,,5,,Y
C10,NC,,TWO_ADULT,COUPLE,70,120,14.27,,,5,,Y
C10,NC,,CHILD,CHILD,0,18,0.61,,,5,,Y
C10,NC,,ONE_ADULT,MALE,19,29,1.98,,,10,,Y
C10,NC,,ONE_ADULT,MALE,30,39,2.85,,,10,,Y
C10,NC,,ONE_ADULT,MALE,40,49,4.8,,,10,,Y
C10,NC,,ONE_ADULT,MALE,50,59,7.83,,,10,,Y
C10,NC,,ONE_ADULT,MALE,60,69,13.0,,,10,,Y
C10,NC,,ONE_ADULT,MALE,70,120,16.96,,,10,,Y
C10,NC,,ONE_ADULT,FEMALE,19,29,2.42,,,10,,Y
C10,NC,,ONE_ADULT,FEMALE,30,39,3.72,,,10,,Y
C10,NC,,ONE_ADULT,FEMALE,40,49,5.88,,,10,,Y
C10,NC,,ONE_ADULT,FEMALE,50,59,7.18,,,10,,Y
C10,NC,,ONE_ADULT,FEMALE,60,69,8.83,,,10,,Y
C10,NC,,ONE_ADULT,FEMALE,70,120,11.58,,,10,,Y
C10,NC,,TWO_ADULT,COUPLE,19,29,3.53,,,10,,Y
C10,NC,,TWO_ADULT,COUPLE,30,39,5.69,,,10,,Y
C10,NC,,TWO_ADULT,COUPLE,40,49,9.81,,,10,,Y
C10,NC,,TWO_ADULT,COUPLE,50,59,14.14,,,10,,Y
C10,NC,,TWO_ADULT,COUPLE,60,69,20.96,,,10,,Y
C10,NC,,TWO_ADULT,COUPLE,70,120,27.67,,,10,,Y
C10,NC,,CHILD,CHILD,0,18,1.22,,,10,,Y
C20,NC,,IND,MALE,18,34,3.0,,10000,,,Y
C20,NC,,IND,MALE,35,39,5.0,,10000,,,Y
C20,NC,,IND,MALE,40,44,9.0,,10000,,,Y
C20,NC,,IND,MALE,45,49,13.0,,10000,,,Y
C20,NC,,IND,MALE,50,54,19.0,,10000,,,Y
C20,NC,,IND,MALE,55,59,25.0,,10000,,,Y
C20,NC,,IND,MALE,60,64,32.0,,10000,,,Y
C20,NC,,IND,FEMALE,18,34,7.0,,10000,,,Y
C20,NC,,IND,FEMALE,35,39,9.0,,10000,,,Y
C20,NC,,IND,FEMALE,40,44,13.0,,10000,,,Y
C20,NC,,IND,FEMALE,45,49,17.0,,10000,,,Y
C20,NC,,IND,FEMALE,50,54,19.0,,10000,,,Y
C20,NC,,IND,FEMALE,55,59,25.0,,10000,,,Y
C20,NC,,IND,FEMALE,60,64,32.0,,10000,,,Y
C20,NC,,CHILD,CHILD,0,18,1.0,,10000,,,Y
C20,NC,,IND,MALE,18,34,7.5,,25000,,,Y
C20,NC,,IND,MALE,35,39,12.5,,25000,,,Y
C20,NC,,IND,MALE,40,44,22.5,,25000,,,Y
C20,NC,,IND,MALE,45,49,32.5,,25000,,,Y
C20,NC,,IND,MALE,50,54,47.5,,25000,,,Y
C20,NC,,IND,MALE,55,59,62.5,,25000,,,Y
C20,NC,,IND,MALE,60,64,80.0,,25000,,,Y
C20,NC,,IND,FEMALE,18,34,17.5,,25000,,,Y
C20,NC,,IND,FEMALE,35,39,22.5,,25000,,,Y
C20,NC,,IND,FEMALE,40,44,32.5,,25000,,,Y
C20,NC,,IND,FEMALE,45,49,42.5,,25000,,,Y
C20,NC,,IND,FEMALE,50,54,47.5,,25000,,,Y
C20,NC,,IND,FEMALE,55,59,62.5,,25000,,,Y
C20,NC,,IND,FEMALE,60,64,80.0,,25000,,,Y
C20,NC,,CHILD,CHILD,0,18,2.5,,25000,,,Y
C20,NC,,IND,MALE,18,34,15.0,,50000,,,Y
C20,NC,,IND,MALE,35,39,25.0,,50000,,,Y
C20,NC,,IND,MALE,40,44,45.0,,50000,,,Y
C20,NC,,IND,MALE,45,49,65.0,,50000,,,Y
C20,NC,,IND,MALE,50,54,95.0,,50000,,,Y
C20,NC,,IND,MALE,55,59,125.0,,50000,,,Y
C20,NC,,IND,MALE,60,64,160.0,,50000,,,Y
C20,NC,,IND,FEMALE,18,34,35.0,,50000,,,Y
C20,NC,,IND,FEMALE,35,39,45.0,,50000,,,Y
C20,NC,,IND,FEMALE,40,44,65.0,,50000,,,Y
C20,NC,,IND,FEMALE,45,49,85.0,,50000,,,Y
C20,NC,,IND,FEMALE,50,54,95.0,,50000,,,Y
C20,NC,,IND,FEMALE,55,59,125.0,,50000,,,Y
C20,NC,,IND,FEMALE,60,64,160.0,,50000,,,Y
C20,NC,,CHILD,CHILD,0,18,5.0,,50000,,,Y
H34,NC,BASE,IND,MALE,19,34,2.5,50,,,,Y
H34,NC,BASE,IND,MALE,35,44,4.5,50,,,,Y
H34,NC,BASE,IND,MALE,45,54,7.75,50,,,,Y
H34,NC,BASE,IND,MALE,55,59,12.0,50,,,,Y
H34,NC,BASE,IND,MALE,60,64,18.0,50,,,,Y
H34,NC,BASE,IND,MALE,65,69,24.25,50,,,,Y
H34,NC,BASE,IND,MALE,70,74,29.75,50,,,,Y
H34,NC,BASE,IND,MALE,75,80,36.0,50,,,,Y
H34,NC,BASE,IND,FEMALE,19,34,4.0,50,,,,Y
H34,NC,BASE,IND,FEMALE,35,44,6.5,50,,,,Y
H34,NC,BASE,IND,FEMALE,45,54,8.5,50,,,,Y
H34,NC,BASE,IND,FEMALE,55,59,11.25,50,,,,Y
H34,NC,BASE,IND,FEMALE,60,64,16.5,50,,,,Y
H34,NC,BASE,IND,FEMALE,65,69,22.5,50,,,,Y
H34,NC,BASE,IND,FEMALE,70,74,28.0,50,,,,Y
H34,NC,BASE,IND,FEMALE,75,80,34.5,50,,,,Y
H34,NC,BASE,IND,MALE,19,34,3.75,75,,,,Y
H34,NC,BASE,IND,MALE,35,44,6.75,75,,,,Y
H34,NC,BASE,IND,MALE,45,54,11.63,75,,,,Y
H34,NC,BASE,IND,MALE,55,59,18.0,75,,,,Y
H34,NC,BASE,IND,MALE,60,64,27.0,75,,,,Y
H34,NC,BASE,IND,MALE,65,69,36.38,75,,,,Y
H34,NC,BASE,IND,MALE,70,74,44.63,75,,,,Y
H34,NC,BASE,IND,MALE,75,80,54.0,75,,,,Y
H34,NC,BASE,IND,FEMALE,19,34,6.0,75,,,,Y
H34,NC,BASE,IND,FEMALE,35,44,9.75,75,,,,Y
H34,NC,BASE,IND,FEMALE,45,54,12.75,75,,,,Y
H34,NC,BASE,IND,FEMALE,55,59,16.88,75,,,,Y
H34,NC,BASE,IND,FEMALE,60,64,24.75,75,,,,Y
H34,NC,BASE,IND,FEMALE,65,69,33.75,75,,,,Y
H34,NC,BASE,IND,FEMALE,70,74,42.0,75,,,,Y
H34,NC,BASE,IND,FEMALE,75,80,51.75,75,,,,Y
H34,NC,BASE,IND,MALE,19,34,5.0,100,,,,Y
H34,NC,BASE,IND,MALE,35,44,9.0,100,,,,Y
H34,NC,BASE,IND,MALE,45,54,15.5,100,,,,Y
H34,NC,BASE,IND,MALE,55,59,24.0,100,,,,Y
H34,NC,BASE,IND,MALE,60,64,36.0,100,,,,Y
H34,NC,BASE,IND,MALE,65,69,48.5,100,,,,Y
H34,NC,BASE,IND,MALE,70,74,59.5,100,,,,Y
H34,NC,BASE,IND,MALE,75,80,72.0,100,,,,Y
H34,NC,BASE,IND,FEMALE,19,34,8.0,100,,,,Y
H34,NC,BASE,IND,FEMALE,35,44,13.0,100,,,,Y
H34,NC,BASE,IND,FEMALE,45,54,17.0,100,,,,Y
H34,NC,BASE,IND,FEMALE,55,59,22.5,100,,,,Y
H34,NC,BASE,IND,FEMALE,60,64,33.0,100,,,,Y
H34,NC,BASE,IND,FEMALE,65,69,45.0,100,,,,Y
H34,NC,BASE,IND,FEMALE,70,74,56.0,100,,,,Y
H34,NC,BASE,IND,FEMALE,75,80,69.0,100,,,,Y
H34,NC,BASE,IND,MALE,19,34,7.5,150,,,,Y
H34,NC,BASE,IND,MALE,35,44,13.5,150,,,,Y
H34,NC,BASE,IND,MALE,45,54,23.25,150,,,,Y
H34,NC,BASE,IND,MALE,55,59,36.0,150,,,,Y
H34,NC,BASE,IND,MALE,60,64,54.0,150,,,,Y
H34,NC,BASE,IND,MALE,65,69,72.75,150,,,,Y
H34,NC,BASE,IND,MALE,70,74,89.25,150,,,,Y
H34,NC,BASE,IND,MALE,75,80,108.0,150,,,,Y
H34,NC,BASE,IND,FEMALE,19,34,12.0,150,,,,Y
H34,NC,BASE,IND,FEMALE,35,44,19.5,150,,,,Y
H34,NC,BASE,IND,FEMALE,45,54,25.5,150,,,,Y
H34,NC,BASE,IND,FEMALE,55,59,33.75,150,,,,Y
H34,NC,BASE,IND,FEMALE,60,64,49.5,150,,,,Y
H34,NC,BASE,IND,FEMALE,65,69,67.5,150,,,,Y
H34,NC,BASE,IND,FEMALE,70,74,84.0,150,,,,Y
H34,NC,BASE,IND,FEMALE,75,80,103.5,150,,,,Y
H34,NC,RECUP,IND,MALE,19,34,3.9,50,,,,Y
H34,NC,RECUP,IND,MALE,35,44,7.0,50,,,,Y
H34,NC,RECUP,IND,MALE,45,54,11.65,50,,,,Y
H34,NC,RECUP,IND,MALE,55,59,17.7,50,,,,Y
H34,NC,RECUP,IND,MALE,60,64,26.4,50,,,,Y
H34,NC,RECUP,IND,MALE,65,69,35.55,50,,,,Y
H34,NC,RECUP,IND,MALE,70,74,43.65,50,,,,Y
H34,NC,RECUP,IND,MALE,75,80,52.2,50,,,,Y
H34,NC,RECUP,IND,FEMALE,19,34,6.8,50,,,,Y
H34,NC,RECUP,IND,FEMALE,35,44,10.9,50,,,,Y
H34,NC,RECUP,IND,FEMALE,45,54,13.7,50,,,,Y
H34,NC,RECUP,IND,FEMALE,55,59,17.25,50,,,,Y
H34,NC,RECUP,IND,FEMALE,60,64,24.4,50,,,,Y
H34,NC,RECUP,IND,FEMALE,65,69,33.5,50,,,,Y
H34,NC,RECUP,IND,FEMALE,70,74,41.7,50,,,,Y
H34,NC,RECUP,IND,FEMALE,75,80,50.4,50,,,,Y
H34,NC,RECUP,IND,MALE,19,34,5.85,75,,,,Y
H34,NC,RECUP,IND,MALE,35,44,10.5,75,,,,Y
H34,NC,RECUP,IND,MALE,45,54,17.48,75,,,,Y
H34,NC,RECUP,IND,MALE,55,59,26.55,75,,,,Y
H34,NC,RECUP,IND,MALE,60,64,39.6,75,,,,Y
H34,NC,RECUP,IND,MALE,65,69,53.33,75,,,,Y
H34,NC,RECUP,IND,MALE,70,74,65.48,75,,,,Y
H34,NC,RECUP,IND,MALE,75,80,78.3,75,,,,Y
H34,NC,RECUP,IND,FEMALE,19,34,10.2,75,,,,Y
H34,NC,RECUP,IND,FEMALE,35,44,16.35,75,,,,Y
H34,NC,RECUP,IND,FEMALE,45,54,20.55,75,,,,Y
H34,NC,RECUP,IND,FEMALE,55,59,25.88,75,,,,Y
H34,NC,RECUP,IND,FEMALE,60,64,36.6,75,,,,Y
H34,NC,RECUP,IND,FEMALE,65,69,50.25,75,,,,Y
H34,NC,RECUP,IND,FEMALE,70,74,62.55,75,,,,Y
H34,NC,RECUP,IND,FEMALE,75,80,75.6,75,,,,Y
H34,NC,RECUP,IND,MALE,19,34,7.8,100,,,,Y
H34,NC,RECUP,IND,MALE,35,44,14.0,100,,,,Y
H34,NC,RECUP,IND,MALE,45,54,23.3,100,,,,Y
H34,NC,RECUP,IND,MALE,55,59,35.4,100,,,,Y
H34,NC,RECUP,IND,MALE,60,64,52.8,100,,,,Y
H34,NC,RECUP,IND,MALE,65,69,71.1,100,,,,Y
H34,NC,RECUP,IND,MALE,70,74,87.3,100,,,,Y
H34,NC,RECUP,IND,MALE,75,80,104.4,100,,,,Y
H34,NC,RECUP,IND,FEMALE,19,34,13.6,100,,,,Y
H34,NC,RECUP,IND,FEMALE,35,44,21.8,100,,,,Y
H34,NC,RECUP,IND,FEMALE,45,54,27.4,100,,,,Y
H34,NC,RECUP,IND,FEMALE,55,59,34.5,100,,,,Y
H34,NC,RECUP,IND,FEMALE,60,64,48.8,100,,,,Y
H34,NC,RECUP,IND,FEMALE,65,69,67.0,100,,,,Y
H34,NC,RECUP,IND,FEMALE,70,74,83.4,100,,,,Y
H34,NC,RECUP,IND,FEMALE,75,80,100.8,100,,,,Y
H34,NC,RECUP,IND,MALE,19,34,11.7,150,,,,Y
H34,NC,RECUP,IND,MALE,35,44,21.0,150,,,,Y
H34,NC,RECUP,IND,MALE,45,54,34.95,150,,,,Y
H34,NC,RECUP,IND,MALE,55,59,53.1,150,,,,Y
H34,NC,RECUP,IND,MALE,60,64,79.2,150,,,,Y
H34,NC,RECUP,IND,MALE,65,69,106.65,150,,,,Y
H34,NC,RECUP,IND,MALE,70,74,130.95,150,,,,Y
H34,NC,RECUP,IND,MALE,75,80,156.6,150,,,,Y
H34,NC,RECUP,IND,FEMALE,19,34,20.4,150,,,,Y
H34,NC,RECUP,IND,FEMALE,35,44,32.7,150,,,,Y
H34,NC,RECUP,IND,FEMALE,45,54,41.1,150,,,,Y
H34,NC,RECUP,IND,FEMALE,55,59,51.75,150,,,,Y
H34,NC,RECUP,IND,FEMALE,60,64,73.2,150,,,,Y
H34,NC,RECUP,IND,FEMALE,65,69,100.5,150,,,,Y
H34,NC,RECUP,IND,FEMALE,70,74,125.1,150,,,,Y
H34,NC,RECUP,IND,FEMALE,75,80,151.2,150,,,,Y
A71,MD,BASE,IND,,18,49,2.38,100,,,SINGLE,Y
A71,MD,BASE,IND,,50,59,2.63,100,,,SINGLE,Y
A71,MD,BASE,IND,,60,64,3.25,100,,,SINGLE,Y
A71,MD,BASE,IND,,65,120,6.25,100,,,SINGLE,Y
A71,MD,BASE,FAM,,18,49,4.75,100,,,SINGLE,Y
A71,MD,BASE,FAM,,50,59,5.25,100,,,SINGLE,Y
A71,MD,BASE,FAM,,60,64,6.25,100,,,SINGLE,Y
A71,MD,BASE,FAM,,65,120,12.25,100,,,SINGLE,Y
A71,MD,RECUP,IND,,18,49,3.25,100,,,SINGLE,Y
A71,MD,RECUP,IND,,50,59,3.63,100,,,SINGLE,Y
A71,MD,RECUP,IND,,60,64,4.38,100,,,SINGLE,Y
A71,MD,RECUP,FAM,,18,49,6.63,100,,,SINGLE,Y
A71,MD,RECUP,FAM,,50,59,7.38,100,,,SINGLE,Y
A71,MD,RECUP,FAM,,60,64,8.5,100,,,SINGLE,Y
A71,MD,BASE,IND,,18,49,4.5,200,,,DOUBLE,Y
A71,MD,BASE,IND,,50,59,5.0,200,,,DOUBLE,Y
A71,MD,BASE,IND,,60,64,6.25,200,,,DOUBLE,Y
A71,MD,BASE,IND,,65,120,12.25,200,,,DOUBLE,Y
A71,MD,BASE,FAM,,18,49,9.25,200,,,DOUBLE,Y
A71,MD,BASE,FAM,,50,59,10.25,200,,,DOUBLE,Y
A71,MD,BASE,FAM,,60,64,12.25,200,,,DOUBLE,Y
A71,MD,BASE,FAM,,65,120,24.25,200,,,DOUBLE,Y
A71,MD,RECUP,IND,,18,49,6.25,200,,,DOUBLE,Y
A71,MD,RECUP,IND,,50,59,7.0,200,,,DOUBLE,Y
A71,MD,RECUP,IND,,60,64,8.5,200,,,DOUBLE,Y
A71,MD,RECUP,FAM,,18,49,13.0,200,,,DOUBLE,Y
A71,MD,RECUP,FAM,,50,59,14.5,200,,,DOUBLE,Y
A71,MD,RECUP,FAM,,60,64,16.75,200,,,DOUBLE,Y
A71,MD,BASE,IND,,18,49,6.63,300,,,TRIPLE,Y
A71,MD,BASE,IND,,50,59,7.38,300,,,TRIPLE,Y
A71,MD,BASE,IND,,60,64,9.25,300,,,TRIPLE,Y
A71,MD,BASE,IND,,65,120,18.25,300,,,TRIPLE,Y
A71,MD,BASE,FAM,,18,49,13.75,300,,,TRIPLE,Y
A71,MD,BASE,FAM,,50,59,15.25,300,,,TRIPLE,Y
A71,MD,BASE,FAM,,60,64,18.25,300,,,TRIPLE,Y
A71,MD,BASE,FAM,,65,120,36.25,300,,,TRIPLE,Y
A71,MD,SINGLE_RECUP,IND,,18,49,7.5,300,,,TRIPLE,Y
A71,MD,SINGLE_RECUP,IND,,50,59,8.38,300,,,TRIPLE,Y
A71,MD,SINGLE_RECUP,IND,,60,64,10.38,300,,,TRIPLE,Y
A71,MD,SINGLE_RECUP,FAM,,18,49,15.63,300,,,TRIPLE,Y
A71,MD,SINGLE_RECUP,FAM,,50,59,17.38,300,,,TRIPLE,Y
A71,MD,SINGLE_RECUP,FAM,,60,64,20.5,300,,,TRIPLE,Y
A71,MD,DOUBLE_RECUP,IND,,18,49,8.38,300,,,TRIPLE,Y
A71,MD,DOUBLE_RECUP,IND,,50,59,9.38,300,,,TRIPLE,Y
A71,MD,DOUBLE_RECUP,IND,,60,64,11.5,300,,,TRIPLE,Y
A71,MD,DOUBLE_RECUP,FAM,,18,49,17.5,300,,,TRIPLE,Y
A71,MD,DOUBLE_RECUP,FAM,,50,59,19.5,300,,,TRIPLE,Y
A71,MD,DOUBLE_RECUP,FAM,,60,64,22.75,300,,,TRIPLE,Y
A74,MD,BASE,IND,,18,60,9.5,,,1,,Y
A74,MD,BASE,IND,,18,60,18.75,,,2,,Y
C20,MD,,IND,MALE,18,29,2.0,,10000,,,Y
C20,MD,,IND,MALE,30,34,3.0,,10000,,,Y
C20,MD,,IND,MALE,35,39,4.0,,10000,,,Y
C20,MD,,IND,MALE,40,44,7.0,,10000,,,Y
C20,MD,,IND,MALE,45,49,10.0,,10000,,,Y
C20,MD,,IND,MALE,50,54,15.0,,10000,,,Y
C20,MD,,IND,MALE,55,59,19.0,,10000,,,Y
C20,MD,,IND,MALE,60,64,22.0,,10000,,,Y
C20,MD,,IND,FEMALE,18,29,6.0,,10000,,,Y
C20,MD,,IND,FEMALE,30,34,6.0,,10000,,,Y
C20,MD,,IND,FEMALE,35,39,8.0,,10000,,,Y
C20,MD,,IND,FEMALE,40,44,10.0,,10000,,,Y
C20,MD,,IND,FEMALE,45,49,13.0,,10000,,,Y
C20,MD,,IND,FEMALE,50,54,15.0,,10000,,,Y
C20,MD,,IND,FEMALE,55,59,19.0,,10000,,,Y
C20,MD,,IND,FEMALE,60,64,22.0,,10000,,,Y
C20,MD,,CHILD,CHILD,0,18,1.0,,10000,,,Y
C20,MD,,IND,MALE,18,29,5.0,,25000,,,Y
C20,MD,,IND,MALE,30,34,7.5,,25000,,,Y
C20,MD,,IND,MALE,35,39,10.0,,25000,,,Y
C20,MD,,IND,MALE,40,44,17.5,,25000,,,Y
C20,MD,,IND,MALE,45,49,25.0,,25000,,,Y
C20,MD,,IND,MALE,50,54,37.5,,25000,,,Y
C20,MD,,IND,MALE,55,59,47.5,,25000,,,Y
C20,MD,,IND,MALE,60,64,55.0,,25000,,,Y
C20,MD,,IND,FEMALE,18,29,15.0,,25000,,,Y
C20,MD,,IND,FEMALE,30,34,15.0,,25000,,,Y
C20,MD,,IND,FEMALE,35,39,20.0,,25000,,,Y
C20,MD,,IND,FEMALE,40,44,25.0,,25000,,,Y
C20,MD,,IND,FEMALE,45,49,32.5,,25000,,,Y
C20,MD,,IND,FEMALE,50,54,37.5,,25000,,,Y
C20,MD,,IND,FEMALE,55,59,47.5,,25000,,,Y
C20,MD,,IND,FEMALE,60,64,55.0,,25000,,,Y
C20,MD,,CHILD,CHILD,0,18,2.5,,25000,,,Y
C20,MD,,IND,MALE,18,29,10.0,,50000,,,Y
C20,MD,,IND,MALE,30,34,15.0,,50000,,,Y
C20,MD,,IND,MALE,35,39,20.0,,50000,,,Y
C20,MD,,IND,MALE,40,44,35.0,,50000,,,Y
C20,MD,,IND,MALE,45,49,50.0,,50000,,,Y
C20,MD,,IND,MALE,50,54,75.0,,50000,,,Y
C20,MD,,IND,MALE,55,59,95.0,,50000,,,Y
C20,MD,,IND,MALE,60,64,110.0,,50000,,,Y
C20,MD,,IND,FEMALE,18,29,30.0,,50000,,,Y
C20,MD,,IND,FEMALE,30,34,30.0,,50000,,,Y
C20,MD,,IND,FEMALE,35,39,40.0,,50000,,,Y
C20,MD,,IND,FEMALE,40,44,50.0,,50000,,,Y
C20,MD,,IND,FEMALE,45,49,65.0,,50000,,,Y
C20,MD,,IND,FEMALE,50,54,75.0,,50000,,,Y
C20,MD,,IND,FEMALE,55,59,95.0,,50000,,,Y
C20,MD,,IND,FEMALE,60,64,110.0,,50000,,,Y
C20,MD,,CHILD,CHILD,0,18,5.0,,50000,,,Y
H34,MD,BASE,IND,MALE,19,34,2.5,50,,,,Y
H34,MD,BASE,IND,MALE,35,44,4.5,50,,,,Y
H34,MD,BASE,IND,MALE,45,54,7.75,50,,,,Y
H34,MD,BASE,IND,MALE,55,59,12.0,50,,,,Y
H34,MD,BASE,IND,MALE,60,64,18.0,50,,,,Y
H34,MD,BASE,IND,MALE,65,69,24.25,50,,,,Y
H34,MD,BASE,IND,MALE,70,74,29.75,50,,,,Y
H34,MD,BASE,IND,MALE,75,80,36.0,50,,,,Y
H34,MD,BASE,IND,FEMALE,19,34,4.0,50,,,,Y
H34,MD,BASE,IND,FEMALE,35,44,6.5,50,,,,Y
H34,MD,BASE,IND,FEMALE,45,54,8.5,50,,,,Y
H34,MD,BASE,IND,FEMALE,55,59,11.25,50,,,,Y
H34,MD,BASE,IND,FEMALE,60,64,16.5,50,,,,Y
H34,MD,BASE,IND,FEMALE,65,69,22.5,50,,,,Y
H34,MD,BASE,IND,FEMALE,70,74,28.0,50,,,,Y
H34,MD,BASE,IND,FEMALE,75,80,34.5,50,,,,Y
H34,MD,BASE,IND,MALE,19,34,3.75,75,,,,Y
H34,MD,BASE,IND,MALE,35,44,6.75,75,,,,Y
H34,MD,BASE,IND,MALE,45,54,11.63,75,,,,Y
H34,MD,BASE,IND,MALE,55,59,18.0,75,,,,Y
H34,MD,BASE,IND,MALE,60,64,27.0,75,,,,Y
H34,MD,BASE,IND,MALE,65,69,36.38,75,,,,Y
H34,MD,BASE,IND,MALE,70,74,44.63,75,,,,Y
H34,MD,BASE,IND,MALE,75,80,54.0,75,,,,Y
H34,MD,BASE,IND,FEMALE,19,34,6.0,75,,,,Y
H34,MD,BASE,IND,FEMALE,35,44,9.75,75,,,,Y
H34,MD,BASE,IND,FEMALE,45,54,12.75,75,,,,Y
H34,MD,BASE,IND,FEMALE,55,59,16.88,75,,,,Y
H34,MD,BASE,IND,FEMALE,60,64,24.75,75,,,,Y
H34,MD,BASE,IND,FEMALE,65,69,33.75,75,,,,Y
H34,MD,BASE,IND,FEMALE,70,74,42.0,75,,,,Y
H34,MD,BASE,IND,FEMALE,75,80,51.75,75,,,,Y
H34,MD,BASE,IND,MALE,19,34,5.0,100,,,,Y
H34,MD,BASE,IND,MALE,35,44,9.0,100,,,,Y
H34,MD,BASE,IND,MALE,45,54,15.5,100,,,,Y
H34,MD,BASE,IND,MALE,55,59,24.0,100,,,,Y
H34,MD,BASE,IND,MALE,60,64,36.0,100,,,,Y
H34,MD,BASE,IND,MALE,65,69,48.5,100,,,,Y
H34,MD,BASE,IND,MALE,70,74,59.5,100,,,,Y
H34,MD,BASE,IND,MALE,75,80,72.0,100,,,,Y
H34,MD,BASE,IND,FEMALE,19,34,8.0,100,,,,Y
H34,MD,BASE,IND,FEMALE,35,44,13.0,100,,,,Y
H34,MD,BASE,IND,FEMALE,45,54,17.0,100,,,,Y
H34,MD,BASE,IND,FEMALE,55,59,22.5,100,,,,Y
H34,MD,BASE,IND,FEMALE,60,64,33.0,100,,,,Y
H34,MD,BASE,IND,FEMALE,65,69,45.0,100,,,,Y
H34,MD,BASE,IND,FEMALE,70,74,56.0,100,,,,Y
H34,MD,BASE,IND,FEMALE,75,80,69.0,100,,,,Y
H34,MD,BASE,IND,MALE,19,34,7.5,150,,,,Y
H34,MD,BASE,IND,MALE,35,44,13.5,150,,,,Y
H34,MD,BASE,IND,MALE,45,54,23.25,150,,,,Y
H34,MD,BASE,IND,MALE,55,59,36.0,150,,,,Y
H34,MD,BASE,IND,MALE,60,64,54.0,150,,,,Y
H34,MD,BASE,IND,MALE,65,69,72.75,150,,,,Y
H34,MD,BASE,IND,MALE,70,74,89.25,150,,,,Y
H34,MD,BASE,IND,MALE,75,80,108.0,150,,,,Y
H34,MD,BASE,IND,FEMALE,19,34,12.0,150,,,,Y
