record_type,plan_code,plan_name,source_page,age,age_band,sex,tobacco,base_rate,wp_rate,rate_basis,unit_basis,coverage_fixed,face_min,face_max,policy_fee_annual,volume_adjustment_annual,cv20_per_1000,note,quote_face_amount_input,quote_units_input,include_wp_flag,sold_as_policy_flag,units_derived,annual_premium_base,annual_premium_total,quarterly_total,mbd_base,mbd_total,monthly_direct_total
rate,SRGWL,Senior Graded Whole Life,29,80,,Female,NTU,251.48,,annual_per_1000,per_$1000,,1000.00,34999.00,0.00,0.00,,tu_not_available_over_75,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,SRGWL,Senior Graded Whole Life,29,80,,Male,NTU,300.82,,annual_per_1000,per_$1000,,5000.00,34999.00,0.00,0.00,,tu_not_available_over_75,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,4RC,4 Year Renewable & Convertible Term,30,18,,Female,NTU,1.25,0.18,annual_per_1000,per_$1000,,100000.00,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,4RC,4 Year Renewable & Convertible Term,30,18,,Female,TU,1.57,0.19,annual_per_1000,per_$1000,,100000.00,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,4RC,4 Year Renewable & Convertible Term,30,18,,Male,NTU,1.55,0.12,annual_per_1000,per_$1000,,100000.00,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,4RC,4 Year Renewable & Convertible Term,30,18,,Male,TU,2.40,0.13,annual_per_1000,per_$1000,,100000.00,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,4RC,4 Year Renewable & Convertible Term,30,19,,Female,NTU,1.25,0.19,annual_per_1000,per_$1000,,100000.00,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,4RC,4 Year Renewable & Convertible Term,30,19,,Female,TU,1.57,0.19,annual_per_1000,per_$1000,,100000.00,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,4RC,4 Year Renewable & Convertible Term,30,19,,Male,NTU,1.55,0.13,annual_per_1000,per_$1000,,100000.00,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,4RC,4 Year Renewable & Convertible Term,30,19,,Male,TU,2.40,0.13,annual_per_1000,per_$1000,,100000.00,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,4RC,4 Year Renewable & Convertible Term,30,20,,Female,NTU,1.25,0.19,annual_per_1000,per_$1000,,100000.00,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,4RC,4 Year Renewable & Convertible Term,30,20,,Female,TU,1.57,0.20,annual_per_1000,per_$1000,,100000.00,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,4RC,4 Year Renewable & Convertible Term,30,20,,Male,NTU,1.55,0.13,annual_per_1000,per_$1000,,100000.00,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,4RC,4 Year Renewable & Convertible Term,30,20,,Male,TU,2.40,0.14,annual_per_1000,per_$1000,,100000.00,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,4RC,4 Year Renewable & Convertible Term,30,21,,Female,NTU,1.25,0.19,annual_per_1000,per_$1000,,100000.00,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,4RC,4 Year Renewable & Convertible Term,30,21,,Female,TU,1.58,0.20,annual_per_1000,per_$1000,,100000.00,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,4RC,4 Year Renewable & Convertible Term,30,21,,Male,NTU,1.55,0.13,annual_per_1000,per_$1000,,100000.00,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,4RC,4 Year Renewable & Convertible Term,30,21,,Male,TU,2.40,0.14,annual_per_1000,per_$1000,,100000.00,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,4RC,4 Year Renewable & Convertible Term,30,22,,Female,NTU,1.27,0.20,annual_per_1000,per_$1000,,100000.00,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,4RC,4 Year Renewable & Convertible Term,30,22,,Female,TU,1.60,0.21,annual_per_1000,per_$1000,,100000.00,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,4RC,4 Year Renewable & Convertible Term,30,22,,Male,NTU,1.56,0.13,annual_per_1000,per_$1000,,100000.00,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,4RC,4 Year Renewable & Convertible Term,30,22,,Male,TU,2.41,0.14,annual_per_1000,per_$1000,,100000.00,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,4RC,4 Year Renewable & Convertible Term,30,23,,Female,NTU,1.28,0.20,annual_per_1000,per_$1000,,100000.00,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,4RC,4 Year Renewable & Convertible Term,30,23,,Female,TU,1.61,0.21,annual_per_1000,per_$1000,,100000.00,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,4RC,4 Year Renewable & Convertible Term,30,23,,Male,NTU,1.57,0.14,annual_per_1000,per_$1000,,100000.00,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,4RC,4 Year Renewable & Convertible Term,30,23,,Male,TU,2.43,0.15,annual_per_1000,per_$1000,,100000.00,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,4RC,4 Year Renewable & Convertible Term,30,24,,Female,NTU,1.29,0.20,annual_per_1000,per_$1000,,100000.00,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,4RC,4 Year Renewable & Convertible Term,30,24,,Female,TU,1.62,0.22,annual_per_1000,per_$1000,,100000.00,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,4RC,4 Year Renewable & Convertible Term,30,24,,Male,NTU,1.58,0.14,annual_per_1000,per_$1000,,100000.00,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,4RC,4 Year Renewable & Convertible Term,30,24,,Male,TU,2.44,0.15,annual_per_1000,per_$1000,,100000.00,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,4RC,4 Year Renewable & Convertible Term,30,25,,Female,NTU,1.30,0.21,annual_per_1000,per_$1000,,100000.00,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,4RC,4 Year Renewable & Convertible Term,30,25,,Female,TU,1.63,0.22,annual_per_1000,per_$1000,,100000.00,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,4RC,4 Year Renewable & Convertible Term,30,25,,Male,NTU,1.59,0.14,annual_per_1000,per_$1000,,100000.00,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,4RC,4 Year Renewable & Convertible Term,30,25,,Male,TU,2.46,0.15,annual_per_1000,per_$1000,,100000.00,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,4RC,4 Year Renewable & Convertible Term,30,26,,Female,NTU,1.33,0.21,annual_per_1000,per_$1000,,100000.00,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,4RC,4 Year Renewable & Convertible Term,30,26,,Female,TU,1.69,0.23,annual_per_1000,per_$1000,,100000.00,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,4RC,4 Year Renewable & Convertible Term,30,26,,Male,NTU,1.62,0.15,annual_per_1000,per_$1000,,100000.00,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,4RC,4 Year Renewable & Convertible Term,30,26,,Male,TU,2.50,0.16,annual_per_1000,per_$1000,,100000.00,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,4RC,4 Year Renewable & Convertible Term,30,27,,Female,NTU,1.34,0.22,annual_per_1000,per_$1000,,100000.00,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,4RC,4 Year Renewable & Convertible Term,30,27,,Female,TU,1.75,0.23,annual_per_1000,per_$1000,,100000.00,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,4RC,4 Year Renewable & Convertible Term,30,27,,Male,NTU,1.63,0.15,annual_per_1000,per_$1000,,100000.00,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,4RC,4 Year Renewable & Convertible Term,30,27,,Male,TU,2.51,0.16,annual_per_1000,per_$1000,,100000.00,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,4RC,4 Year Renewable & Convertible Term,30,28,,Female,NTU,1.35,0.22,annual_per_1000,per_$1000,,100000.00,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,4RC,4 Year Renewable & Convertible Term,30,28,,Female,TU,1.82,0.24,annual_per_1000,per_$1000,,100000.00,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,4RC,4 Year Renewable & Convertible Term,30,28,,Male,NTU,1.64,0.15,annual_per_1000,per_$1000,,100000.00,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,4RC,4 Year Renewable & Convertible Term,30,28,,Male,TU,2.52,0.17,annual_per_1000,per_$1000,,100000.00,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,4RC,4 Year Renewable & Convertible Term,30,29,,Female,NTU,1.36,0.23,annual_per_1000,per_$1000,,100000.00,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,4RC,4 Year Renewable & Convertible Term,30,29,,Female,TU,1.88,0.25,annual_per_1000,per_$1000,,100000.00,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,4RC,4 Year Renewable & Convertible Term,30,29,,Male,NTU,1.65,0.16,annual_per_1000,per_$1000,,100000.00,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,4RC,4 Year Renewable & Convertible Term,30,29,,Male,TU,2.54,0.17,annual_per_1000,per_$1000,,100000.00,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,4RC,4 Year Renewable & Convertible Term,30,30,,Female,NTU,1.38,0.23,annual_per_1000,per_$1000,,100000.00,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,4RC,4 Year Renewable & Convertible Term,30,30,,Female,TU,1.95,0.26,annual_per_1000,per_$1000,,100000.00,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,4RC,4 Year Renewable & Convertible Term,30,30,,Male,NTU,1.67,0.16,annual_per_1000,per_$1000,,100000.00,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,4RC,4 Year Renewable & Convertible Term,30,30,,Male,TU,2.61,0.18,annual_per_1000,per_$1000,,100000.00,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,4RC,4 Year Renewable & Convertible Term,30,31,,Female,NTU,1.43,0.24,annual_per_1000,per_$1000,,100000.00,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,4RC,4 Year Renewable & Convertible Term,30,31,,Female,TU,2.02,0.27,annual_per_1000,per_$1000,,100000.00,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,4RC,4 Year Renewable & Convertible Term,30,31,,Male,NTU,1.68,0.17,annual_per_1000,per_$1000,,100000.00,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,4RC,4 Year Renewable & Convertible Term,30,31,,Male,TU,2.71,0.19,annual_per_1000,per_$1000,,100000.00,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,4RC,4 Year Renewable & Convertible Term,30,32,,Female,NTU,1.44,0.25,annual_per_1000,per_$1000,,100000.00,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,4RC,4 Year Renewable & Convertible Term,30,32,,Female,TU,2.11,0.28,annual_per_1000,per_$1000,,100000.00,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,4RC,4 Year Renewable & Convertible Term,30,32,,Male,NTU,1.69,0.18,annual_per_1000,per_$1000,,100000.00,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,4RC,4 Year Renewable & Convertible Term,30,32,,Male,TU,2.83,0.19,annual_per_1000,per_$1000,,100000.00,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,4RC,4 Year Renewable & Convertible Term,30,33,,Female,NTU,1.45,0.26,annual_per_1000,per_$1000,,100000.00,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,4RC,4 Year Renewable & Convertible Term,30,33,,Female,TU,2.19,0.29,annual_per_1000,per_$1000,,100000.00,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,4RC,4 Year Renewable & Convertible Term,30,33,,Male,NTU,1.70,0.18,annual_per_1000,per_$1000,,100000.00,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,4RC,4 Year Renewable & Convertible Term,30,33,,Male,TU,2.98,0.20,annual_per_1000,per_$1000,,100000.00,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,4RC,4 Year Renewable & Convertible Term,30,34,,Female,NTU,1.51,0.27,annual_per_1000,per_$1000,,100000.00,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,4RC,4 Year Renewable & Convertible Term,30,34,,Female,TU,2.24,0.31,annual_per_1000,per_$1000,,100000.00,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,4RC,4 Year Renewable & Convertible Term,30,34,,Male,NTU,1.72,0.19,annual_per_1000,per_$1000,,100000.00,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,4RC,4 Year Renewable & Convertible Term,30,34,,Male,TU,3.17,0.22,annual_per_1000,per_$1000,,100000.00,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,4RC,4 Year Renewable & Convertible Term,30,35,,Female,NTU,1.61,0.29,annual_per_1000,per_$1000,,100000.00,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,4RC,4 Year Renewable & Convertible Term,30,35,,Female,TU,2.37,0.32,annual_per_1000,per_$1000,,100000.00,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,4RC,4 Year Renewable & Convertible Term,30,35,,Male,NTU,1.81,0.20,annual_per_1000,per_$1000,,100000.00,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,4RC,4 Year Renewable & Convertible Term,30,35,,Male,TU,3.40,0.23,annual_per_1000,per_$1000,,100000.00,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,4RC,4 Year Renewable & Convertible Term,30,36,,Female,NTU,1.72,0.30,annual_per_1000,per_$1000,,100000.00,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,4RC,4 Year Renewable & Convertible Term,30,36,,Female,TU,2.59,0.35,annual_per_1000,per_$1000,,100000.00,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,4RC,4 Year Renewable & Convertible Term,30,36,,Male,NTU,1.93,0.22,annual_per_1000,per_$1000,,100000.00,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,4RC,4 Year Renewable & Convertible Term,30,36,,Male,TU,3.69,0.25,annual_per_1000,per_$1000,,100000.00,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,4RC,4 Year Renewable & Convertible Term,30,37,,Female,NTU,1.85,0.32,annual_per_1000,per_$1000,,100000.00,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,4RC,4 Year Renewable & Convertible Term,30,37,,Female,TU,2.84,0.37,annual_per_1000,per_$1000,,100000.00,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,4RC,4 Year Renewable & Convertible Term,30,37,,Male,NTU,2.06,0.23,annual_per_1000,per_$1000,,100000.00,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,4RC,4 Year Renewable & Convertible Term,30,37,,Male,TU,4.02,0.27,annual_per_1000,per_$1000,,100000.00,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,4RC,4 Year Renewable & Convertible Term,30,38,,Female,NTU,2.00,0.34,annual_per_1000,per_$1000,,100000.00,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,4RC,4 Year Renewable & Convertible Term,30,38,,Female,TU,3.12,0.40,annual_per_1000,per_$1000,,100000.00,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,4RC,4 Year Renewable & Convertible Term,30,38,,Male,NTU,2.21,0.25,annual_per_1000,per_$1000,,100000.00,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,4RC,4 Year Renewable & Convertible Term,30,38,,Male,TU,4.40,0.29,annual_per_1000,per_$1000,,100000.00,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,4RC,4 Year Renewable & Convertible Term,30,39,,Female,NTU,2.17,0.36,annual_per_1000,per_$1000,,100000.00,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,4RC,4 Year Renewable & Convertible Term,30,39,,Female,TU,3.43,0.43,annual_per_1000,per_$1000,,100000.00,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,4RC,4 Year Renewable & Convertible Term,30,39,,Male,NTU,2.37,0.27,annual_per_1000,per_$1000,,100000.00,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,4RC,4 Year Renewable & Convertible Term,30,39,,Male,TU,4.82,0.32,annual_per_1000,per_$1000,,100000.00,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,4RC,4 Year Renewable & Convertible Term,30,40,,Female,NTU,2.34,0.39,annual_per_1000,per_$1000,,100000.00,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,4RC,4 Year Renewable & Convertible Term,30,40,,Female,TU,3.75,0.47,annual_per_1000,per_$1000,,100000.00,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,4RC,4 Year Renewable & Convertible Term,30,40,,Male,NTU,2.55,0.29,annual_per_1000,per_$1000,,100000.00,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,4RC,4 Year Renewable & Convertible Term,30,40,,Male,TU,5.29,0.35,annual_per_1000,per_$1000,,100000.00,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,4RC,4 Year Renewable & Convertible Term,30,41,,Female,NTU,2.51,0.42,annual_per_1000,per_$1000,,100000.00,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,4RC,4 Year Renewable & Convertible Term,30,41,,Female,TU,4.08,0.52,annual_per_1000,per_$1000,,100000.00,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,4RC,4 Year Renewable & Convertible Term,30,41,,Male,NTU,2.74,0.32,annual_per_1000,per_$1000,,100000.00,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,4RC,4 Year Renewable & Convertible Term,30,41,,Male,TU,5.80,0.38,annual_per_1000,per_$1000,,100000.00,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,4RC,4 Year Renewable & Convertible Term,30,42,,Female,NTU,2.68,0.45,annual_per_1000,per_$1000,,100000.00,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,4RC,4 Year Renewable & Convertible Term,30,42,,Female,TU,4.41,0.57,annual_per_1000,per_$1000,,100000.00,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,4RC,4 Year Renewable & Convertible Term,30,42,,Male,NTU,2.95,0.35,annual_per_1000,per_$1000,,100000.00,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,4RC,4 Year Renewable & Convertible Term,30,42,,Male,TU,6.36,0.43,annual_per_1000,per_$1000,,100000.00,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,4RC,4 Year Renewable & Convertible Term,30,43,,Female,NTU,2.87,0.49,annual_per_1000,per_$1000,,100000.00,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,4RC,4 Year Renewable & Convertible Term,30,43,,Female,TU,4.66,0.63,annual_per_1000,per_$1000,,100000.00,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,4RC,4 Year Renewable & Convertible Term,30,43,,Male,NTU,3.18,0.39,annual_per_1000,per_$1000,,100000.00,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,4RC,4 Year Renewable & Convertible Term,30,43,,Male,TU,6.95,0.48,annual_per_1000,per_$1000,,100000.00,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,4RC,4 Year Renewable & Convertible Term,30,44,,Female,NTU,3.06,0.54,annual_per_1000,per_$1000,,100000.00,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,4RC,4 Year Renewable & Convertible Term,30,44,,Female,TU,4.82,0.71,annual_per_1000,per_$1000,,100000.00,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,4RC,4 Year Renewable & Convertible Term,30,44,,Male,NTU,3.44,0.43,annual_per_1000,per_$1000,,100000.00,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,4RC,4 Year Renewable & Convertible Term,30,44,,Male,TU,7.58,0.54,annual_per_1000,per_$1000,,100000.00,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,4RC,4 Year Renewable & Convertible Term,30,45,,Female,NTU,3.27,0.60,annual_per_1000,per_$1000,,100000.00,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,4RC,4 Year Renewable & Convertible Term,30,45,,Female,TU,5.08,0.80,annual_per_1000,per_$1000,,100000.00,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,4RC,4 Year Renewable & Convertible Term,30,45,,Male,NTU,3.72,0.49,annual_per_1000,per_$1000,,100000.00,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,4RC,4 Year Renewable & Convertible Term,30,45,,Male,TU,8.26,0.61,annual_per_1000,per_$1000,,100000.00,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,4RC,4 Year Renewable & Convertible Term,30,46,,Female,NTU,3.50,0.69,annual_per_1000,per_$1000,,100000.00,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,4RC,4 Year Renewable & Convertible Term,30,46,,Female,TU,5.44,0.91,annual_per_1000,per_$1000,,100000.00,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,4RC,4 Year Renewable & Convertible Term,30,46,,Male,NTU,4.02,0.55,annual_per_1000,per_$1000,,100000.00,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,4RC,4 Year Renewable & Convertible Term,30,46,,Male,TU,8.99,0.70,annual_per_1000,per_$1000,,100000.00,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,4RC,4 Year Renewable & Convertible Term,30,47,,Female,NTU,3.74,0.79,annual_per_1000,per_$1000,,100000.00,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,4RC,4 Year Renewable & Convertible Term,30,47,,Female,TU,5.83,1.05,annual_per_1000,per_$1000,,100000.00,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,4RC,4 Year Renewable & Convertible Term,30,47,,Male,NTU,4.35,0.64,annual_per_1000,per_$1000,,100000.00,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,4RC,4 Year Renewable & Convertible Term,30,47,,Male,TU,9.77,0.82,annual_per_1000,per_$1000,,100000.00,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,4RC,4 Year Renewable & Convertible Term,30,48,,Female,NTU,4.02,0.93,annual_per_1000,per_$1000,,100000.00,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,4RC,4 Year Renewable & Convertible Term,30,48,,Female,TU,6.25,1.23,annual_per_1000,per_$1000,,100000.00,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
